PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24,Hole25,Hole26,Hole27
Julian,Dortmund Revierpark Wischlingen,Old Classic,2021-02-23 16:00,73,18,5,6,3,5,5,5,3,4,3,4,5,3,3,4,5,4,3,3,,,,,,,,,
Rocker Jens,Dortmund Revierpark Wischlingen,Old Classic,2021-02-23 16:00,67,12,4,5,3,5,3,3,4,3,3,5,4,4,4,3,2,5,4,3,,,,,,,,,
Par,Dortmund Revierpark Wischlingen,Standard,2021-05-20 18:13,71,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,,,,
Julian,Dortmund Revierpark Wischlingen,Standard,2021-05-20 18:13,83,12,4,3,3,4,4,3,4,4,3,3,3,4,3,4,3,4,3,6,3,5,3,4,3,,,,
Olaf,Dortmund Revierpark Wischlingen,Standard,2021-05-20 18:13,92,21,4,3,4,4,4,3,5,4,3,5,4,4,3,5,4,5,4,4,3,5,4,4,4,,,,
Par,Dortmund Revierpark Wischlingen,Standard,2021-06-08 17:14,71,,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,,,,
Julian,Dortmund Revierpark Wischlingen,Standard,2021-06-08 17:14,92,21,5,4,3,3,5,3,3,5,3,4,4,3,4,4,4,9,3,3,3,4,2,5,6,,,,
Lennard,Dortmund Revierpark Wischlingen,Standard,2021-06-08 17:14,95,24,6,3,3,3,4,4,3,4,3,5,4,6,3,4,4,7,3,3,4,7,5,3,4,,,,
Leo,Dortmund Revierpark Wischlingen,Standard,2021-06-08 17:14,86,15,5,3,3,5,4,3,4,5,3,4,3,4,3,5,3,4,3,5,3,3,3,4,4,,,,
Par,Dortmund Revierpark Wischlingen,Standard,2021-06-10 19:23,71,,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,,,,
Julian,Dortmund Revierpark Wischlingen,Standard,2021-06-10 19:23,85,14,4,3,4,4,5,3,5,3,3,3,4,4,3,2,3,6,4,4,2,6,3,4,3,,,,
Olaf,Dortmund Revierpark Wischlingen,Standard,2021-06-10 19:23,90,19,4,5,3,4,3,3,3,4,3,4,4,4,3,4,5,4,3,4,5,6,4,4,4,,,,
Par,Dortmund Revierpark Wischlingen,Standard,2021-06-27 10:31,71,,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,,,,
Julian,Dortmund Revierpark Wischlingen,Standard,2021-06-27 10:31,90,19,5,6,3,4,3,3,5,5,3,4,2,5,3,3,3,3,3,4,2,5,6,4,6,,,,
Björn_R.,Dortmund Revierpark Wischlingen,Standard,2021-06-27 10:31,81,10,3,4,3,3,5,2,3,3,4,3,3,4,2,3,3,7,3,5,4,4,3,2,5,,,,
Par,Dortmund Revierpark Wischlingen,Standard,2021-07-29 16:35,71,,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,,,,
Tobias A. Hölken,Dortmund Revierpark Wischlingen,Standard,2021-07-29 16:35,75,4,3,2,3,4,4,2,2,4,3,3,3,6,3,4,4,4,2,3,2,4,3,4,3,,,,
Julian,Dortmund Revierpark Wischlingen,Standard,2021-07-29 16:35,94,23,5,4,2,3,4,4,3,3,3,4,3,4,3,4,4,7,2,5,4,5,8,5,5,,,,
Sina,Dortmund Revierpark Wischlingen,Standard,2021-07-29 16:35,93,22,4,5,3,4,4,3,3,4,4,4,3,5,3,4,4,6,3,4,4,6,5,4,4,,,,
Jörg D. ,Dortmund Revierpark Wischlingen,Standard,2021-07-29 16:35,77,6,3,2,2,3,3,3,3,5,3,3,3,5,3,2,3,5,2,4,2,5,2,4,7,,,,
Par,Dortmund Revierpark Wischlingen,Standard,2021-08-11 16:43,71,,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,,,,
Julian,Dortmund Revierpark Wischlingen,Standard,2021-08-11 16:43,83,12,4,4,4,4,3,2,3,6,3,4,3,6,3,4,4,4,3,3,3,4,4,2,3,,,,
Jörg D. ,Dortmund Revierpark Wischlingen,Standard,2021-08-11 16:43,77,6,3,3,3,2,3,2,3,3,4,3,3,4,2,4,4,4,3,3,2,6,7,2,4,,,,
 Dennis B.,Dortmund Revierpark Wischlingen,Standard,2021-08-11 16:43,75,4,5,3,3,2,3,3,2,3,3,3,3,3,3,2,4,4,2,3,5,5,4,4,3,,,,
Par,Dortmund Steinhammer Park,Main,2021-05-29 13:55,18,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
Julian,Dortmund Steinhammer Park,Main,2021-05-29 13:55,21,3,4,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,
Lukas,Dortmund Steinhammer Park,Main,2021-05-29 13:55,23,5,3,4,5,4,4,3,,,,,,,,,,,,,,,,,,,,,
Par,Dortmund Steinhammer Park,Main,2021-06-08 20:28,18,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
Julian,Dortmund Steinhammer Park,Main,2021-06-08 20:28,20,2,3,3,6,2,3,3,,,,,,,,,,,,,,,,,,,,,
Leo,Dortmund Steinhammer Park,Main,2021-06-08 20:28,18,0,3,3,3,4,2,3,,,,,,,,,,,,,,,,,,,,,
Par,Dortmund Steinhammer Park,Main,2021-06-24 18:43,18,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
Julian,Dortmund Steinhammer Park,Main,2021-06-24 18:43,19,1,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,
Lennard,Dortmund Steinhammer Park,Main,2021-06-24 18:43,20,2,3,3,4,4,3,3,,,,,,,,,,,,,,,,,,,,,
Par,Dortmund Steinhammer Park,Main,2021-06-24 19:12,18,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
Julian,Dortmund Steinhammer Park,Main,2021-06-24 19:12,17,-1,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
Lennard,Dortmund Steinhammer Park,Main,2021-06-24 19:12,19,1,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,
Par,Dortmund Steinhammer Park,Main,2021-06-24 19:53,18,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
Julian,Dortmund Steinhammer Park,Main,2021-06-24 19:53,16,-2,3,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,
Lennard,Dortmund Steinhammer Park,Main,2021-06-24 19:53,22,4,3,3,5,4,3,4,,,,,,,,,,,,,,,,,,,,,
Par,Fröttmaninger Berg,Fröttmanninger Berg 8,2020-09-07 19:08,25,,3,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,
Julian,Fröttmaninger Berg,Fröttmanninger Berg 8,2020-09-07 19:08,31,6,4,5,4,4,3,4,4,3,,,,,,,,,,,,,,,,,,,
Valentin,Fröttmaninger Berg,Fröttmanninger Berg 8,2020-09-07 19:08,32,7,4,4,3,4,4,5,4,4,,,,,,,,,,,,,,,,,,,
Leo,Fröttmaninger Berg,Fröttmanninger Berg 8,2020-09-07 19:08,32,7,5,4,4,4,4,5,3,3,,,,,,,,,,,,,,,,,,,
Lilly,Fröttmaninger Berg,Fröttmanninger Berg 8,2020-09-07 19:08,46,21,7,5,6,6,5,7,5,5,,,,,,,,,,,,,,,,,,,
Par,Gillbach,18 Hole Fast,2021-06-13 10:04,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,
Julian,Gillbach,18 Hole Fast,2021-06-13 10:04,62,8,3,3,3,3,4,3,3,3,6,5,4,2,3,4,3,3,4,3,,,,,,,,,
Adham,Gillbach,18 Hole Fast,2021-06-13 10:04,73,19,4,4,4,4,4,4,4,4,5,5,4,3,4,5,5,3,4,3,,,,,,,,,
Par,Grüttpark Lörrach,Standard Layout (18 Körbe),2021-04-11 11:04,58,,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,,,,,,,,,
Niko Tank,Grüttpark Lörrach,Standard Layout (18 Körbe),2021-04-11 11:04,65,7,3,3,3,4,3,5,3,3,4,3,3,4,3,3,5,4,4,5,,,,,,,,,
Julian Brink,Grüttpark Lörrach,Standard Layout (18 Körbe),2021-04-11 11:04,75,17,3,2,4,7,5,8,4,3,5,4,4,4,3,3,6,3,4,3,,,,,,,,,
Par,Herne Gysenbergpark,Main,2021-03-02 14:01,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Herne Gysenbergpark,Main,2021-03-02 14:01,30,3,4,5,3,3,2,4,3,3,3,,,,,,,,,,,,,,,,,,
Sebastian,Herne Gysenbergpark,Main,2021-03-02 14:01,47,20,6,5,5,5,5,5,6,6,4,,,,,,,,,,,,,,,,,,
Par,Herne Gysenbergpark,Main,2021-03-02 15:27,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Herne Gysenbergpark,Main,2021-03-02 15:27,29,2,3,3,3,3,3,4,3,4,3,,,,,,,,,,,,,,,,,,
Sebastian,Herne Gysenbergpark,Main,2021-03-02 15:27,38,11,3,5,5,4,4,4,5,4,4,,,,,,,,,,,,,,,,,,
Par,Herne Gysenbergpark,Main,2021-05-18 17:43,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Herne Gysenbergpark,Main,2021-05-18 17:43,34,7,4,4,3,3,4,4,3,4,5,,,,,,,,,,,,,,,,,,
Lennard,Herne Gysenbergpark,Main,2021-05-18 17:43,34,7,3,4,4,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,
Par,Herne Gysenbergpark,Main,2021-05-18 18:32,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Herne Gysenbergpark,Main,2021-05-18 18:32,28,1,4,4,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,
Lennard,Herne Gysenbergpark,Main,2021-05-18 18:32,31,4,3,4,3,4,3,4,3,3,4,,,,,,,,,,,,,,,,,,
Par,Kurpark,18,2021-04-10 16:29,60,,3,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3,4,,,,,,,,,
Tigga,Kurpark,18,2021-04-10 16:29,67,7,3,4,5,3,5,5,3,3,3,4,4,5,3,3,4,3,3,4,,,,,,,,,
Julian,Kurpark,18,2021-04-10 16:29,74,14,3,3,4,4,6,3,4,5,3,4,5,5,3,3,6,3,5,5,,,,,,,,,
Par,Lünen Alte Ziegelei,Ziegelei neu,2020-12-05 13:56,40,,3,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Raphael + Julian,Lünen Alte Ziegelei,Ziegelei neu,2020-12-05 13:56,47,7,4,4,5,3,3,4,3,4,3,5,3,3,3,,,,,,,,,,,,,,
Tigga + Natalie Beringer,Lünen Alte Ziegelei,Ziegelei neu,2020-12-05 13:56,50,10,4,4,4,4,3,4,4,5,4,4,3,4,3,,,,,,,,,,,,,,
Par,Lünen Seepark,Main,2020-12-05 10:19,37,,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Julian,Lünen Seepark,Main,2020-12-05 10:19,49,12,3,7,4,4,4,5,3,5,3,4,3,4,,,,,,,,,,,,,,,
Tigga,Lünen Seepark,Main,2020-12-05 10:19,48,11,4,6,4,3,5,3,5,5,3,2,4,4,,,,,,,,,,,,,,,
Raphael,Lünen Seepark,Main,2020-12-05 10:19,47,10,4,6,3,4,3,4,5,4,3,3,4,4,,,,,,,,,,,,,,,
Natalie Beringer,Lünen Seepark,Main,2020-12-05 10:19,57,20,5,6,5,5,6,3,4,6,4,4,5,4,,,,,,,,,,,,,,,
Par,Recklinghausen Südpark,Main,2020-10-24 11:58,37,,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Olaf,Recklinghausen Südpark,Main,2020-10-24 11:58,50,13,2,5,3,4,6,4,6,4,4,3,4,5,,,,,,,,,,,,,,,
Julian,Recklinghausen Südpark,Main,2020-10-24 11:58,49,12,3,4,5,4,5,4,4,3,4,4,4,5,,,,,,,,,,,,,,,
Par,Recklinghausen Südpark,Main,2021-07-28 17:38,37,,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Olaf,Recklinghausen Südpark,Main,2021-07-28 17:38,42,5,3,4,4,3,4,4,3,3,3,4,3,4,,,,,,,,,,,,,,,
Julian,Recklinghausen Südpark,Main,2021-07-28 17:38,40,3,2,7,3,3,3,5,3,3,3,3,2,3,,,,,,,,,,,,,,,
Par,Recklinghausen Südpark,Main,2021-07-28 19:03,37,,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,
Julian,Recklinghausen Südpark,Main,2021-07-28 19:03,45,8,3,4,3,3,5,6,4,4,3,3,4,3,,,,,,,,,,,,,,,
Olaf,Recklinghausen Südpark,Main,2021-07-28 19:03,45,8,3,4,3,4,4,5,3,4,5,3,4,3,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2020-11-15 15:17,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2020-11-15 15:17,38,8,4,4,3,3,5,5,5,4,5,,,,,,,,,,,,,,,,,,
Rocker Jens,Witten Pferdebachtal,Main,2020-11-15 15:17,38,8,5,4,4,3,5,5,4,3,5,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-03-07 14:38,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2021-03-07 14:38,40,10,5,4,4,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,
Lennard,Witten Pferdebachtal,Main,2021-03-07 14:38,41,11,4,5,5,3,5,5,5,4,5,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-03-07 15:34,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2021-03-07 15:34,35,5,3,4,5,3,4,5,4,3,4,,,,,,,,,,,,,,,,,,
Lennard,Witten Pferdebachtal,Main,2021-03-07 15:34,39,9,4,5,4,3,5,4,5,3,6,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-05-08 16:11,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Jens + Raphael + Julian,Witten Pferdebachtal,Main,2021-05-08 16:11,30,0,3,4,3,3,3,4,4,3,3,,,,,,,,,,,,,,,,,,
Leo + Lennart,Witten Pferdebachtal,Main,2021-05-08 16:11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Tigga + Natalie Beringer,Witten Pferdebachtal,Main,2021-05-08 16:11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-05-15 14:49,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2021-05-15 14:49,34,4,5,4,3,4,4,3,3,4,4,,,,,,,,,,,,,,,,,,
Björn_R.,Witten Pferdebachtal,Main,2021-05-15 14:49,34,4,4,3,4,3,5,3,5,3,4,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-06-02 18:29,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2021-06-02 18:29,35,5,4,3,3,5,5,3,4,4,4,,,,,,,,,,,,,,,,,,
Lennard,Witten Pferdebachtal,Main,2021-06-02 18:29,39,9,4,4,4,4,4,4,7,4,4,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-07-31 17:02,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2021-07-31 17:02,36,6,4,4,5,4,4,3,4,3,5,,,,,,,,,,,,,,,,,,
Maren,Witten Pferdebachtal,Main,2021-07-31 17:02,57,27,7,8,7,5,6,6,8,4,6,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-08-08 12:52,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2021-08-08 12:52,38,8,3,5,4,4,5,4,6,4,3,,,,,,,,,,,,,,,,,,
Lennard,Witten Pferdebachtal,Main,2021-08-08 12:52,38,8,3,5,4,4,5,4,4,4,5,,,,,,,,,,,,,,,,,,
Par,Witten Pferdebachtal,Main,2021-08-08 14:12,30,,3,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,
Julian,Witten Pferdebachtal,Main,2021-08-08 14:12,37,7,5,4,3,3,6,5,5,3,3,,,,,,,,,,,,,,,,,,
Lennard,Witten Pferdebachtal,Main,2021-08-08 14:12,35,5,4,4,4,3,5,4,4,3,4,,,,,,,,,,,,,,,,,,
Par,Wormser Stadtpark,Worms 18,2021-01-02 10:59,55,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,,,,
Tigga,Wormser Stadtpark,Worms 18,2021-01-02 10:59,68,13,2,2,3,5,3,3,3,6,4,4,4,5,6,3,4,4,5,2,,,,,,,,,
Natalie Beringer,Wormser Stadtpark,Worms 18,2021-01-02 10:59,74,19,4,4,4,7,3,3,4,5,4,3,3,5,5,4,4,4,5,3,,,,,,,,,
Raphael,Wormser Stadtpark,Worms 18,2021-01-02 10:59,70,15,3,4,4,4,4,2,5,5,2,2,4,4,5,5,3,4,5,5,,,,,,,,,
Julian,Wormser Stadtpark,Worms 18,2021-01-02 10:59,72,17,3,3,4,6,4,3,4,6,3,3,4,4,5,4,3,4,5,4,,,,,,,,,
Par,Wormser Stadtpark,Worms 18,2021-01-02 13:51,55,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,,,,
Raphael + Julian,Wormser Stadtpark,Worms 18,2021-01-02 13:51,65,10,2,3,3,4,3,3,4,6,3,3,5,4,5,4,3,3,3,4,,,,,,,,,
Tigga + Natalie Beringer,Wormser Stadtpark,Worms 18,2021-01-02 13:51,65,10,2,3,3,3,3,3,4,5,4,3,3,4,4,3,6,3,5,4,,,,,,,,,
Par,Schweden 1,Custom,2019-09-30 17:58,81,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Julian,Schweden 1,Custom,2019-09-30 17:58,82,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,6,4,5,3,5,4,3,8
Niklas,Schweden 1,Custom,2019-09-30 17:58,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,6,4,5,3,3,4,3,4
Janosch,Schweden 1,Custom,2019-09-30 17:58,59,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,4,5,5,2,3,4,3,6
Par,Schweden 2,Custom,2019-10-01 15:10,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,
Julian,Schweden 2,Custom,2019-10-01 15:10,105,51,5,6,5,12,6,4,8,4,7,8,5,4,5,7,4,4,5,6,,,,,,,,,
Janosch,Schweden 2,Custom,2019-10-01 15:10,76,22,3,6,4,4,4,3,6,3,4,5,4,4,3,5,5,4,5,4,,,,,,,,,
Niklas,Schweden 2,Custom,2019-10-01 15:10,78,24,4,3,6,5,5,5,6,4,4,3,3,3,3,5,4,4,6,5,,,,,,,,,
Par,Jenacup2020,Custom,2020-07-18 13:00,38,,3,4,5,3,2,3,3,3,5,3,4,,,,,,,,,,,,,,,,
Daniel + Julian,Jenacup2020,Custom,2020-07-18 13:00,42,4,4,3,5,3,3,3,3,4,5,5,4,,,,,,,,,,,,,,,,
Leo + Annalena,Jenacup2020,Custom,2020-07-18 13:00,47,9,4,5,5,4,3,5,4,4,5,5,3,,,,,,,,,,,,,,,,
Luise + Valentin + Tigga,Jenacup2020,Custom,2020-07-18 13:00,39,1,3,3,3,4,3,3,3,4,5,4,4,,,,,,,,,,,,,,,,
Natalie Beringer + Jens,Jenacup2020,Custom,2020-07-18 13:00,43,5,3,4,4,5,4,4,4,4,4,4,3,,,,,,,,,,,,,,,,
Raphael + Victor,Jenacup2020,Custom,2020-07-18 13:00,41,3,4,4,4,3,3,3,4,4,5,3,4,,,,,,,,,,,,,,,,
